21,2022-10-12 13:11:01,+7 (937) 597-75-09,5331 5729 2434 2725,"Сиреневый бульвар, 1 к3","Авиамоторная улица, 55 к12",6.24,93.60
22,2022-10-12 13:11:01,+7 (937) 167-87-73,5278 8347 4724 7860,"Покровский бульвар, 11 с1-Б","улица Новый Арбат, 22",10.23,153.45
23,2022-10-12 13:12:02,+7 (949) 110-11-19,5213 2434 6906 6284,"улица Суворова, 3А","2-й Щемиловский переулок, 4",23.22,348.30
24,2022-10-12 13:12:02,+7 (964) 534-27-38,5264 8383 2723 9029,"7-я Кожуховская улица, 8 к2","1-й Кожевнический переулок, 6",6.68,100.20
25,2022-10-12 13:13:01,+7 (994) 090-49-23,5445 7332 8555 5262,"Хавская улица, 5 с2","Волгоградский проспект, 32 к25",11.95,179.25
26,2022-10-12 13:13:01,+7 (929) 621-70-59,5290 4722 7352 6136,"улица Академика Волгина, 9 к2","11-я Парковая улица, 8",25.68,385.20
27,2022-10-12 13:13:01,+7 (995) 317-75-94,5117 3827 7552 0522,"проспект Мира, 175","улица Павлика Морозова, 52",21.26,318.90
28,2022-10-12 13:16:02,+7 (948) 863-04-58,5235 2671 0396 0150,"Южнопортовая улица, 17Б с1","Домодедовская улица, 12 с3",26.95,404.25
29,2022-10-12 13:17:01,+7 (998) 267-29-76,4047 5721 6067 1181,"1-я Дубровская улица, 1 к4","Утренняя улица, 18660",20.07,301.05
30,2022-10-12 13:18:02,+7 (974) 683-22-78,4909 8647 6717 7218,"Флотская улица, 64","4-я улица Природы, 153",18.91,283.65
31,2022-10-12 13:19:01,+7 (965) 286-34-10,4627 3019 0269 6662,"улица Правды, 21 с11","Стрелецкая улица, 5",16.33,244.95
32,2022-10-12 13:20:02,+7 (958) 866-65-00,5254 7747 7551 4229,"Алтуфьевское шоссе, 40","Автозаводская улица, 15",10.27,154.05
33,2022-10-12 13:20:02,+7 (972) 534-39-84,4406 6623 3743 1158,"улица Искры, 29 с2","Краснопресненская набережная, 23А",24.08,361.20
34,2022-10-12 13:21:01,+7 (956) 671-24-53,4627 2942 9045 5413,"улица Короленко, 7","улица Госпитальный Вал, 5 к10",11.57,173.55
35,2022-10-12 13:21:01,+7 (959) 829-75-10,5257 4468 0094 3494,"улица 26-ти Бакинских Комиссаров, 1 к2","Нагатинская набережная, 14 к2",11.89,178.35
36,2022-10-12 13:22:02,+7 (929) 621-70-59,5290 4722 7352 6136,"улица Циолковского, 7","Поселковая улица, 13 к2",23.35,350.25
37,2022-10-12 13:22:02,+7 (954) 382-43-45,5117 3842 9297 4851,"Челобитьевское шоссе, 1А к5","Кусковская улица, 18Г с3",10.20,153.00
38,2022-10-12 13:23:01,+7 (997) 182-94-07,5445 7364 8343 6748,"улица Декабристов, 22","улица Ватутина, 14 с4",25.73,385.95
39,2022-10-12 13:24:02,+7 (996) 968-43-45,4183 8420 8737 5586,"Херсонская улица, 12 к1","Широкий переулок, 6",12.35,185.25
40,2022-10-12 13:24:02,+7 (934) 556-99-22,4276 8391 6626 6825,"Кусковская улица, 2 с1","Булатниковский проезд, 6 к1",3.92,58.80
41,2022-10-12 13:24:02,+7 (990) 665-03-39,5235 2649 6271 7623,"проектируемый проезд № 727, 24 с3","улица Багрицкого, 24 к2",27.79,416.85
42,2022-10-12 13:26:01,+7 (957) 343-09-44,5213 2437 6626 6017,"улица Милашенкова, 8","Мичуринский проспект, 9 к5",2.42,36.30
43,2022-10-12 13:27:02,+7 (942) 465-22-39,6766 3623 7724 7205,"улица Бехтерева, 15 с5","Старое Дмитровское шоссе, 8А",1.48,22.20
44,2022-10-12 13:27:02,+7 (967) 678-30-22,5331 5746 5520 3761,"Куркинское шоссе, 27 к11","Саларьевская улица, 16 к4",17.56,263.40
45,2022-10-12 13:27:02,+7 (908) 214-24-53,5545 6231 8325 6825,"Садовническая улица, 20 с2","улица Твардовского, 18 к1",23.45,351.75
46,2022-10-12 13:28:01,+7 (972) 604-35-28,5136 9162 3057 2656,"улица Чайковского, 11","улица Шверника, 17 с2",22.92,343.80
47,2022-10-12 13:29:02,+7 (952) 898-69-82,4908 5573 0852 3160,"Даниловская набережная, 8А с10","Симферопольский бульвар, 37 к2",18.58,278.70
48,2022-10-12 13:30:01,+7 (913) 844-36-06,5257 4496 2538 7558,"Верхне-Пролетарская улица, 33","Авиамоторная улица, 2 с9",11.86,177.90
49,2022-10-12 13:30:01,+7 (985) 489-77-51,4478 1715 1523 0252,"Кутузовский проспект, 32","улица Амундсена, 5 к2",17.16,257.40
50,2022-10-12 13:30:01,+7 (973) 187-51-72,4047 5767 6914 8798,"улица Фадеева, 13/5 с15","Мещанская улица, 12",7.57,113.55
51,2022-10-12 13:33:01,+7 (972) 546-50-82,6766 3630 2356 6717,"Херсонская улица, 1","Осташковская улица, 7 к3",7.87,118.05
52,2022-10-12 13:33:01,+7 (968) 173-64-04,4033 3080 3355 6473,"Ангарская улица, 51 с2","улица Маршала Василевского, 9 к2 с1",10.07,151.05
53,2022-10-12 13:33:01,+7 (984) 372-58-89,4058 7071 7857 5604,"улица Адмирала Макарова, 44606","Кувекинская улица, 81 с1",16.02,240.30
54,2022-10-12 13:34:02,+7 (980) 614-59-07,5489 9947 2653 7114,"Фармацевтический проезд, 1 с4","Ленинградское шоссе, 23 к3",1.86,27.90
55,2022-10-12 13:34:02,+7 (934) 556-99-22,5117 3863 3531 8350,"улица Малышева, 13","улица Академика Жукова, 19",3.69,55.35
56,2022-10-12 13:34:02,+7 (937) 732-54-53,4627 2984 9648 4473,"13-я Парковая улица, 32","Старопанский переулок, 4 с3",29.39,440.85
57,2022-10-12 13:35:02,+7 (981) 435-62-20,4272 2974 6132 4563,"улица Героев Панфиловцев, 22 к3 с1","Елисейская улица, 44686",1.93,28.95
58,2022-10-12 13:38:02,+7 (951) 335-49-88,4469 5865 7822 5488,"Ленинградское шоссе, 117","Дубнинская улица, 22 к3",9.82,147.30
59,2022-10-12 13:40:02,+7 (990) 220-45-32,4349 1471 6526 8252,"Дубравная улица, 53","Варшавское шоссе, 19А с7",6.68,100.20
60,2022-10-12 13:42:02,+7 (959) 829-75-10,5257 4468 0094 3494,"улица Брюллова, 12","1-я Мытищинская улица, вл1",24.36,365.40
61,2022-10-12 13:42:02,+7 (945) 362-65-11,5278 8303 5893 7062,"Сеченовский переулок, 5 с2","1-я Напрудная улица, 3 с1",10.86,162.90
62,2022-10-12 13:43:02,+7 (998) 128-66-33,4059 9278 5003 2737,"Сосинский проезд, 8","улица Кульнева, 3 с1",18.19,272.85
63,2022-10-12 13:45:02,+7 (989) 160-46-19,4469 5831 7726 2764,"Новопетровская улица, 5Б","Вспольный переулок, 18 с1",2.63,39.45
64,2022-10-12 13:45:02,+7 (970) 554-31-69,5445 7392 7538 0397,"улица Маршала Захарова, 5","Кронштадтский бульвар, 19 к1",3.52,52.80
65,2022-10-12 13:47:01,+7 (900) 205-85-74,4377 7302 3453 3098,"улица Сергея Макеева, 11/9 с1","улица Менжинского, 21 с4",26.62,399.30
66,2022-10-12 13:47:01,+7 (925) 589-28-70,5100 4754 5207 1352,"Архангельский переулок, 11/16 с2","1-й Нагатинский проезд, 2 с31",14.96,224.40
67,2022-10-12 13:48:02,+7 (948) 863-04-58,4390 5674 3721 8728,"Большая Марьинская улица, 10","Отрадная улица, 5Б",9.83,147.45
68,2022-10-12 13:48:02,+7 (999) 872-28-24,5235 2678 1048 3835,"Можайское шоссе, 31А","5-й Донской проезд, 21А с2",2.27,34.05
69,2022-10-12 13:48:02,+7 (993) 621-05-30,4909 8638 3177 1428,"улица Миклухо-Маклая, 16/10 к9","5-я улица Соколиной Горы, 27 к3",1.59,23.85
70,2022-10-12 13:51:01,+7 (986) 003-53-09,4406 6675 4184 3734,"1-я Парковая улица, 9 к2","Крылатская улица, 31 к2",10.32,154.80
71,2022-10-12 13:52:02,+7 (936) 410-85-23,5213 2475 9401 3244,"Флотская улица, 17 с2","Лаврушинский переулок, 10",23.79,356.85
72,2022-10-12 13:53:02,+7 (976) 847-70-39,4478 1751 6816 1458,"Делегатская улица, 16 с2","Куликовская улица, 16А",24.03,360.45
73,2022-10-12 13:53:02,+7 (983) 953-69-45,6766 3640 7716 1454,"улица Бехтерева, 9 к2 с2","Люблинская улица, 171",24.17,362.55
74,2022-10-12 13:53:02,+7 (966) 171-24-06,4438 8872 8718 1543,"Грузинский переулок, 4","улица Шверника, 5 с2",14.68,220.20
75,2022-10-12 13:55:01,+7 (962) 534-13-07,5235 2678 8212 3145,"Мостовая улица, 4","улица Красная Пресня, 36 с2",22.46,336.90
76,2022-10-12 13:55:01,+7 (997) 811-55-07,4183 8433 9135 7559,"улица Воронцово Поле, 12 с11","Куркинское шоссе, 2А",5.29,79.35
77,2022-10-12 13:55:01,+7 (991) 859-54-91,4349 1416 2858 7648,"Бескудниковский бульвар, 17 с1","Подкопаевский переулок, 2/6 с2",13.91,208.65
78,2022-10-12 13:56:02,+7 (944) 712-56-53,5264 8367 4576 7084,"улица Экодолье, 21Б/2","Ферганская улица, 13 к5",10.79,161.85
79,2022-10-12 13:56:02,+7 (902) 894-29-08,4349 1447 5321 2503,"Кусковская улица, 17 к1","улица Касаткина, 1В",29.11,436.65
80,2022-10-12 13:57:01,+7 (968) 237-88-42,4841 5793 8745 3408,"улица Олеко Дундича, 43","Суздальская улица, 42 к3",15.75,236.25
81,2022-10-12 13:57:01,+7 (997) 182-94-07,5445 7364 8343 6748,"Ярославское шоссе, 8 к7","Вокзальный переулок, 4",29.64,444.60
82,2022-10-12 13:57:01,+7 (977) 984-98-61,4909 8611 7751 7587,"Зоологическая улица, 11 с1","Стахановская улица, 4 с27",23.76,356.40
83,2022-10-12 13:58:02,+7 (984) 029-08-93,4438 8841 3413 1581,"улица Малышева, 19","Угрешская улица, 2 с70",27.69,415.35
84,2022-10-12 13:59:01,+7 (951) 335-49-88,5100 8227 7136 9514,"улица Петра Романова, 20","Октябрьский проезд, 7",16.19,242.85
85,2022-10-12 14:00:02,+7 (942) 913-87-86,5323 1587 6953 0945,"Электролитный проезд, 4","Плесёнка, 107",4.21,63.15
86,2022-10-12 14:00:02,+7 (945) 370-25-89,5100 8271 8844 5872,"улица Крылова, 23","Денежный переулок, 22",22.17,332.55
87,2022-10-12 14:04:01,+7 (929) 842-00-47,4058 7074 6533 1216,"Волгоградский проспект, 137 к1","Новосходненское шоссе, 55",28.03,420.45
88,2022-10-12 14:05:02,+7 (972) 099-83-82,5278 8321 3515 6354,"улица 9 Мая, 21 к3","Остаповский проезд, 22 с19",22.89,343.35
89,2022-10-12 14:05:02,+7 (985) 115-78-59,4059 9250 1703 4596,"улица Крутицкий Вал, 16","Сиреневая улица, 36",17.04,255.60
90,2022-10-12 14:06:01,+7 (973) 187-51-72,4047 5767 6914 8798,"площадь Академика Курчатова, 1 с1","проектируемый проезд № 4062, 8 с6",2.20,33.00
91,2022-10-12 14:07:02,+7 (932) 008-64-10,5257 4428 6427 3548,"Декабрьская улица, 2А","2-я линия Хорошёвского Серебряного Бора, 47 с10",17.62,264.30
92,2022-10-12 14:08:01,+7 (998) 549-74-65,4349 1465 9834 7329,"улица Расковой, 1 с2","Перовский проезд, 35 с5",7.87,118.05
93,2022-10-12 14:08:01,+7 (993) 575-13-65,4377 7324 7884 7663,"Ветлужская улица, 4 к1","Озёрная улица, 61",4.12,61.80
94,2022-10-12 14:09:02,+7 (942) 489-45-07,4478 1748 5286 8387,"Ярославское шоссе, 20 к1","Филёвский бульвар, 11А",17.22,258.30
95,2022-10-12 14:09:02,+7 (949) 110-11-19,5213 2434 6906 6284,"проезд Дубовой Рощи, 11","Измайловский проезд, 5 к2",13.59,203.85
96,2022-10-12 14:09:02,+7 (918) 101-37-69,4104 6227 2797 2380,"Аминьевское шоссе, 14 к1","Заречно-Набережная улица, 18",18.67,280.05
97,2022-10-12 14:11:02,+7 (952) 618-15-96,5254 7768 2642 4415,"Череповецкая улица, 20","Дмитровское шоссе, 57 к2",22.66,339.90
98,2022-10-12 14:12:01,+7 (944) 712-56-53,5264 8367 4576 7084,"Первомайская улица, 57","улица Ефремова, 44911",13.92,208.80
99,2022-10-12 14:12:01,+7 (964) 534-27-38,5264 8383 2723 9029,"Федеративный проспект, 9 к2","улица Нестериха, 13",17.15,257.25
100,2022-10-12 14:12:01,+7 (965) 286-34-10,4627 3019 0269 6662,"улица Гурьянова, 45","Варшавское шоссе, 143 к2",27.64,414.60
101,2022-10-12 14:13:02,+7 (966) 479-91-72,5313 4457 7344 1751,"улица Костякова, 10А","Революционная улица, 20",2.33,34.95
102,2022-10-12 14:13:02,+7 (997) 806-53-76,5337 3606 1354 7729,"Изумрудная улица, 18","Ярославское шоссе, 22 к3",26.42,396.30
103,2022-10-12 14:14:01,+7 (943) 348-89-70,5440 5868 0342 4238,"улица 50 лет Октября, 6 к1","Верхняя улица, 25Б",1.01,15.15
104,2022-10-12 14:14:01,+7 (944) 012-72-36,4058 7038 1150 7443,"Кавказский бульвар, 57Г","улица Гагарина, 50А",29.97,449.55
105,2022-10-12 14:15:02,+7 (995) 996-02-66,5100 4711 1522 9099,"Нагорный проезд, 12Г","улица Ленина, 27",29.06,435.90
106,2022-10-12 14:15:02,+7 (912) 653-53-45,5264 8344 4883 6470,"Остаповский проезд, 11 с8","Флотская улица, 5",12.02,180.30
107,2022-10-12 14:15:02,+7 (902) 501-41-44,4276 4485 5635 2862,"Мантулинская улица, 5 с20","2-й Дорожный проезд, 10",11.20,168.00
108,2022-10-12 14:16:01,+7 (900) 205-85-74,4276 8354 6834 8964,"Кленовый бульвар, 9 к1","2-я Брестская улица, 43 с2",27.93,418.95
109,2022-10-12 14:16:01,+7 (923) 611-52-90,5235 2637 1052 5809,"Усачёва улица, 22 с2","Загородное шоссе, 7 к4 с2",18.92,283.80
110,2022-10-12 14:21:01,+7 (927) 203-35-18,4841 5706 8302 2146,"Фурманный переулок, 13 с9","Заповедная улица, 44",5.90,88.50
111,2022-10-12 14:21:01,+7 (921) 826-04-34,4183 8461 8970 8792,"1-й Красковский проезд, 44","улица Тимирязева, 19А",2.98,44.70
112,2022-10-12 14:22:02,+7 (999) 574-71-59,5313 4451 7528 0807,"Отрадный проезд, 3","Островной проезд, 10 к1",29.88,448.20
113,2022-10-12 14:22:02,+7 (913) 844-36-06,5257 4496 2538 7558,"Покровский бульвар, 11 с1-Б","Южнопортовая улица, 34 с6",16.47,247.05
114,2022-10-12 14:22:02,+7 (967) 767-75-86,4469 5597 5504 3263,"улица Гагарина, 86","проектируемый проезд № 5112, 18963",16.12,241.80
115,2022-10-12 14:23:01,+7 (924) 465-22-05,5235 2687 5218 1247,"Полесский проезд, 14 с8","улица Сервантеса, 3 к1",23.10,346.50
116,2022-10-12 14:24:02,+7 (919) 235-44-37,4478 1831 4176 8233,"Буженинова улица, 30 с4","2-я Хуторская улица, 40 с2",7.23,108.45
117,2022-10-12 14:25:01,+7 (921) 193-85-23,4627 2968 4552 6028,"Шипиловский проезд, 45 к1","улица Димитрова, 7А",27.52,412.80
118,2022-10-12 14:25:01,+7 (951) 140-83-40,4272 2925 8116 4957,"Грохольский переулок, 44691","1-й Щипковский переулок, 16 с1",5.63,84.45
119,2022-10-12 14:25:01,+7 (961) 690-20-45,5489 9936 5825 4334,"проезд Фрезер, 2 с19А","Коломенская набережная, 6 к3",27.45,411.75
120,2022-10-12 14:26:02,+7 (972) 604-35-28,5136 9162 3057 2656,"улица Добролюбова, 6 с1","улица Золоторожский Вал, 11 с9",19.54,293.10
121,2022-10-12 14:26:02,+7 (944) 012-72-36,4058 7038 1150 7443,"Отрадная улица, 28","Ленинский проспект, 68/10",14.49,217.35
122,2022-10-12 14:27:01,+7 (956) 671-24-53,4627 2942 9045 5413,"Перовская улица, 14","Грайвороновская улица, 8 к1",21.64,324.60
123,2022-10-12 14:27:01,+7 (989) 160-46-19,4469 5831 7726 2764,"улица Исаковского, 16 к2 с1","бульвар Матроса Железняка, 9А",15.19,227.85
124,2022-10-12 14:28:02,+7 (934) 556-99-22,5117 3863 3531 8350,"Просторная улица, 14 к1","Саянская улица, 11 к2 с4",16.25,243.75
125,2022-10-12 14:28:02,+7 (929) 621-70-59,4272 2948 1940 2555,"Лесная улица, 9А/1 с1","Смирновская улица, 2Е",11.12,166.80
126,2022-10-12 14:30:01,+7 (965) 386-11-96,4272 2971 9750 1740,"Трифоновская улица, 54 к2","Шипиловская улица, 39 к2",10.54,158.10
127,2022-10-12 14:30:01,+7 (997) 766-52-12,4183 8464 2636 8681,"Краснобогатырская улица, 42 с30","улица Правды, 8 к6",16.12,241.80
128,2022-10-12 14:31:02,+7 (924) 179-63-91,4349 1451 0663 7031,"Профсоюзная улица, 114 к6","Давыдковская улица, 7 с5",27.51,412.65
129,2022-10-12 14:34:02,+7 (964) 828-70-22,4469 5811 2454 3351,"Красковская улица, 108","Нижняя Первомайская улица, 79",12.99,194.85
130,2022-10-12 14:34:02,+7 (984) 372-58-89,4272 2913 3651 4789,"Николоямская улица, 46 с2","Счастливая улица, 74",12.09,181.35
131,2022-10-12 14:35:01,+7 (985) 115-78-59,4059 9250 1703 4596,"проспект Мира, 186Д","Ленинский проспект, 59 с3",28.32,424.80
132,2022-10-12 14:35:01,+7 (989) 987-96-84,5235 2627 6533 3630,"Никольская улица, 23","Балаклавский проспект, 36 к2",4.79,71.85
133,2022-10-12 14:36:02,+7 (953) 120-15-05,4104 6253 3838 8870,"аллея Римского-Корсакова, 29","1-я Дачная улица, 5",10.03,150.45
134,2022-10-12 14:36:02,+7 (937) 167-87-73,5278 8347 4724 7860,"Медынская улица, 8 к2","Иловайская улица, 5Б с6",8.92,133.80
135,2022-10-12 14:37:01,+7 (912) 590-72-71,5257 4471 6117 7284,"Южнопортовая улица, 40Д с1","Армянский переулок, 2",7.27,109.05
136,2022-10-12 14:37:01,+7 (919) 235-44-37,4478 1831 4176 8233,"Крестьянская площадь, 10 с4","Петровский бульвар, 13",25.63,384.45
137,2022-10-12 14:38:02,+7 (937) 431-07-29,4390 5687 5251 8155,"улица Наташи Ковшовой, 11","Живописная улица, 44 с12",4.06,60.90
138,2022-10-12 14:41:01,+7 (992) 181-64-94,4478 1814 9536 5002,"улица Весна, 15","улица Василия Ботылёва, 12",19.61,294.15
139,2022-10-12 14:41:01,+7 (918) 101-37-69,4104 6227 2797 2380,"Новопесчаная улица, 23 к1","Коровинское шоссе, 35 с2",13.87,208.05
140,2022-10-12 14:43:02,+7 (980) 684-01-06,4059 9201 7436 7475,"улица МСХ, 22","улица 40 лет Октября, 6",14.86,222.90
141,2022-10-12 14:45:01,+7 (968) 173-64-04,4033 3080 3355 6473,"улица Свободы, 34 с1","улица Удальцова, 1",21.09,316.35
142,2022-10-12 14:45:01,+7 (914) 767-90-41,6766 3661 4365 5724,"Денежный переулок, 3 с1","Вишняковский переулок, 10 с1",13.02,195.30
143,2022-10-12 14:45:01,+7 (991) 859-54-91,4349 1416 2858 7648,"шоссе Энтузиастов, 98 к4","Новосибирская улица, 8",13.19,197.85
144,2022-10-12 14:47:01,+7 (962) 534-13-07,5235 2678 8212 3145,"улица Брюсова, 2","Загорьевский проезд, 11А с9",10.41,156.15
145,2022-10-12 14:48:02,+7 (996) 156-30-98,5337 3658 0886 4318,"улица Спиридоновка, 17 с12","Вишнёвая улица, 39А",15.13,226.95
146,2022-10-12 14:49:01,+7 (984) 372-58-89,4272 2913 3651 4789,"Алтуфьевское шоссе, 41 с6","улица Константина Васильева, 12",1.67,25.05
147,2022-10-12 14:49:01,+7 (998) 549-74-65,4341 4608 5072 8185,"Нижняя Сыромятническая улица, 1/4 с34","Железнодорожный проезд, 5",1.21,18.15
148,2022-10-12 14:49:01,+7 (990) 267-17-99,4377 7321 0175 0375,"улица Введенского, 13Д","Проточный переулок, 44577",13.76,206.40
149,2022-10-12 14:50:02,+7 (989) 715-09-67,4047 5716 7351 5224,"Харьковский проезд, 7 к2","Южная улица, 25",13.65,204.75
150,2022-10-12 14:50:02,+7 (917) 673-58-73,4438 8803 3714 8539,"Скаковая улица, 3 с13","Глазынинская улица, 20",21.41,321.15
151,2022-10-12 14:50:02,+7 (912) 590-72-71,5257 4471 6117 7284,"Пятницкое шоссе, 7 с2","проспект Юных Ленинцев, 15",5.81,87.15
152,2022-10-12 14:51:01,+7 (962) 960-54-41,4276 8318 1171 9795,"Малая Филёвская улица, 24 к2 с3","Нижегородская улица, 86Б",4.55,68.25
153,2022-10-12 14:52:02,+7 (956) 428-12-88,4841 5722 9364 1554,"Сиреневый бульвар, 65 к5","1-я Серебрянская улица, 9",9.39,140.85
154,2022-10-12 14:52:02,+7 (963) 267-13-57,4478 1792 4802 2763,"Осенний бульвар, 12 с12","Набережная улица, 7А",15.60,234.00
155,2022-10-12 14:52:02,+7 (922) 169-83-42,4104 6212 7261 9784,"Ореховый бульвар, 67 к1","Байкальская улица, 49",20.69,310.35
156,2022-10-12 14:55:02,+7 (902) 738-27-15,4377 7337 7719 1027,"Новомытищинский проспект, 14","Православная улица, 9",27.30,409.50
157,2022-10-12 14:55:02,+7 (934) 201-42-60,5545 6222 7683 8861,"Парковая улица, 52","Лермонтовская улица, 50В",24.48,367.20
158,2022-10-12 14:55:02,+7 (944) 012-72-36,4058 7038 1150 7443,"проспект Маршала Жукова, 16 к3","2-я улица Энтузиастов, 5 к32",15.81,237.15
159,2022-10-12 14:56:01,+7 (952) 423-25-96,4478 1872 9776 5133,"15-я Парковая улица, 44 к1","Подкопаевский переулок, 4 с6",9.09,136.35
160,2022-10-12 14:56:01,+7 (937) 597-75-09,5331 5729 2434 2725,"улица Павла Корчагина, 44563","1-й Силикатный проезд, 13",9.33,139.95
161,2022-10-12 14:56:01,+7 (997) 182-94-07,5445 7364 8343 6748,"Угловая улица, 17","Звонкий переулок, 15",8.63,129.45
162,2022-10-12 14:57:02,+7 (937) 167-87-73,4341 4636 8927 8653,"Кастанаевская улица, 60 к2","Первомайская улица, 3",19.14,287.10
163,2022-10-12 14:57:02,+7 (996) 968-43-45,4183 8420 8737 5586,"Маломосковская улица, 15А","улица Россолимо, 11 с1",13.30,199.50
164,2022-10-12 15:01:02,+7 (991) 859-54-91,4349 1416 2858 7648,"Тимирязевская улица, 53","Карамышевская набережная, 60",17.10,256.50
165,2022-10-12 15:02:01,+7 (997) 806-53-76,5337 3606 1354 7729,"улица Вертолётчиков, 1А","улица Тёплый Стан, 9 к3 с1",17.47,262.05
166,2022-10-12 15:03:02,+7 (958) 339-06-20,4033 3007 7342 6587,"Валдайский проезд, 12","Студёный проезд, 2 к1",13.69,205.35
167,2022-10-12 15:03:02,+7 (965) 492-28-41,5264 8349 5165 5549,"Донская улица, 21 к2","Николоямская улица, 34 с3",15.74,236.10
168,2022-10-12 15:05:02,+7 (972) 099-83-82,5224 7079 1343 8841,"Большая Переяславская улица, 15","Каланчёвская улица, 20 с5",1.67,25.05
169,2022-10-12 15:05:02,+7 (910) 837-63-92,5100 8282 5897 7661,"Братиславская улица, 13 к1","Поморская улица, 17",22.49,337.35
170,2022-10-12 15:06:01,+7 (960) 506-48-74,4406 6650 5553 2628,"Лихачёвское шоссе, 11Б","Кооперативная улица, 8",20.16,302.40
171,2022-10-12 15:06:01,+7 (987) 670-83-26,5489 9921 5521 7810,"Новая площадь, 8 с1","Старокачаловская улица, 1 к1",12.64,189.60
172,2022-10-12 15:06:01,+7 (998) 128-66-33,4059 9278 5003 2737,"улица Адмирала Лазарева, 85 к5","Каширское шоссе, 64 к2",13.91,208.65
173,2022-10-12 15:07:02,+7 (934) 298-21-65,5257 4493 0943 4528,"Басовская улица, 14 с1","Сельскохозяйственная улица, 37",17.32,259.80
174,2022-10-12 15:08:01,+7 (962) 798-65-85,5445 7333 6812 3020,"улица Рогова, 22 с1","Щёлковское шоссе, 15",16.58,248.70
175,2022-10-12 15:08:01,+7 (980) 614-59-07,5489 9947 2653 7114,"Кутузовский проспект, 23 к1","Новая улица, 2А",19.54,293.10
176,2022-10-12 15:09:02,+7 (937) 930-12-18,4438 8851 4204 2652,"Булатниковский проезд, 14 к2","улица Барышиха, 45",8.29,124.35
177,2022-10-12 15:09:02,+7 (919) 914-83-28,5254 7723 3728 7169,"Литературный бульвар, 2","улица Малиновка, 3А",16.24,243.60
178,2022-10-12 15:09:02,+7 (972) 288-26-19,4478 1827 3416 5229,"Большой Коптевский проезд, 3 с3","Новолужнецкий проезд, 2 с2",26.82,402.30
179,2022-10-12 15:10:02,+7 (976) 847-70-39,4478 1751 6816 1458,"2-я улица Энтузиастов, 5 к5","Кустанайская улица, 14 к1 с2",20.00,300.00
